,open_BTC,high_BTC,low_BTC,close_BTC,volume_BTC,price_treasury,open_treasury,high_treasury,low_treasury,change%_treasury,price_oil,open_oil,high_oil,low_oil,volume_oil,chnage%_oil,price_S&P,open_S&P,high_S&P,low_S&P,volume_S&P,change%_S&P,price_gold,open_gold,high_gold,low_gold,volume_gold,change%_gold
2021-10-27,60333.19,61488.0,58100.0,58455.47,18856.68565412,1.55,1.617,1.634,1.52,-3.70%,82.66,84.39,84.51,82.01,529.95K,-2.35%,"4,551.68","4,580.22","4,584.57","4,551.66",-,-0.51%,"1,798.80","1,795.00","1,801.00","1,784.30",182.80K,0.30%
2021-10-28,58462.73,62477.47,57653.88,60591.65,19354.49897509,1.578,1.541,1.584,1.53,1.81%,82.81,82.25,83.21,80.58,491.59K,0.18%,"4,596.42","4,562.84","4,597.55","4,562.84",-,0.98%,"1,802.60","1,798.70","1,812.70","1,793.10",220.88K,0.21%
2021-10-29,60591.63,62974.0,60188.73,62276.72,15497.01101939,1.561,1.568,1.619,1.536,-1.10%,83.57,83.09,83.74,81.41,507.31K,0.92%,"4,605.38","4,572.87","4,608.08","4,567.59",-,0.19%,"1,783.90","1,801.50","1,802.90","1,772.40",254.51K,-1.04%
2021-11-01,61346.17,62500.0,59500.0,60949.54,11724.34161877,1.561,1.575,1.605,1.554,-1.00%,84.05,83.36,84.88,82.74,412.31K,0.57%,"4,613.67","4,610.62","4,620.34","4,595.06",-,0.18%,"1,795.80","1,785.30","1,797.50","1,780.20",143.33K,0.67%
2021-11-02,60956.4,64300.0,60672.16,63266.51,13694.11539462,1.547,1.568,1.573,1.528,-0.90%,83.91,83.87,84.41,82.92,429.61K,-0.17%,"4,630.65","4,613.34","4,635.15","4,613.34",-,0.37%,"1,789.40","1,794.80","1,797.80","1,787.40",145.79K,-0.36%
2021-11-03,63266.5,63568.36,60070.0,62935.41,12951.87181247,1.603,1.554,1.609,1.519,3.65%,80.86,83.07,83.08,79.69,546.58K,-3.63%,"4,660.57","4,630.65","4,663.46","4,621.19",-,0.65%,"1,763.90","1,789.20","1,789.30","1,758.50",257.43K,-1.43%
2021-11-04,62935.4,63114.14,60728.77,61444.5,11051.75853921,1.53,1.593,1.609,1.509,-4.60%,78.81,80.18,83.42,78.25,701.12K,-2.54%,"4,680.06","4,662.93","4,683.00","4,662.59",-,0.42%,"1,793.50","1,769.90","1,800.30","1,769.30",222.61K,1.68%
2021-11-05,61444.49,62638.59,60777.0,61006.15,10598.79620286,1.455,1.545,1.552,1.436,-4.90%,81.27,79.37,81.8,78.96,531.05K,3.12%,"4,697.53","4,699.26","4,718.50","4,681.32",-,0.37%,"1,816.80","1,792.60","1,820.10","1,785.30",299.62K,1.30%
2021-11-08,63309.12,67792.77,63309.12,67554.84,17661.87297159,1.493,1.464,1.504,1.46,2.15%,81.93,81.13,82.67,81.05,393.95K,0.81%,"4,701.70","4,701.48","4,714.92","4,694.39",-,0.09%,"1,828.00","1,820.60","1,828.30","1,813.80",200.41K,0.62%
2021-11-09,67554.13,68568.85,66261.79,66944.66,14996.62508818,1.439,1.49,1.49,1.415,-3.61%,84.15,82.16,84.63,81.78,504.83K,2.71%,"4,685.25","4,707.25","4,708.53","4,670.87",-,-0.35%,"1,830.80","1,826.90","1,834.80","1,821.00",224.41K,0.15%
2021-11-10,66938.76,69000.0,62800.0,64912.2,19030.24517744,1.57,1.463,1.592,1.454,9.07%,81.34,84.53,84.97,80.81,555.22K,-3.34%,"4,646.71","4,670.26","4,684.85","4,630.86",-,-0.82%,"1,848.30","1,834.50","1,870.60","1,823.00",352.79K,0.96%
2021-11-11,64912.2,65600.0,64133.78,64807.59,10259.51472415,1.578,1.585,1.585,1.578,0.54%,81.59,81.41,82.33,80.2,475.44K,0.31%,"4,649.27","4,659.39","4,664.55","4,648.31",-,0.06%,"1,863.90","1,851.50","1,868.70","1,845.10",205.31K,0.84%
2021-11-12,64807.73,65477.06,62300.0,64147.9,13658.626579,1.57,1.577,1.589,1.541,-0.54%,80.79,81.21,81.62,79.78,390.30K,-0.98%,"4,682.85","4,655.24","4,688.47","4,650.77",-,0.72%,"1,868.50","1,864.30","1,871.40","1,847.50",201.36K,0.25%
2021-11-15,65505.03,66339.9,63371.0,63624.59,10426.55522646,1.618,1.575,1.632,1.541,2.84%,80.88,80.66,81.2,79.3,343.48K,0.11%,"4,682.81","4,689.30","4,697.42","4,672.86",-,-0.00%,"1,866.60","1,872.60","1,873.00","1,858.50",221.21K,-0.10%
2021-11-16,63621.05,63624.6,58638.0,60107.98,24910.15267457,1.64,1.618,1.646,1.594,1.38%,80.76,80.93,81.81,80.03,325.67K,-0.15%,"4,700.90","4,679.42","4,714.95","4,679.42",-,0.39%,"1,854.10","1,864.90","1,879.50","1,851.00",220.43K,-0.67%
2021-11-17,60101.56,60824.38,58380.0,60351.51,20907.21545076,1.585,1.644,1.649,1.584,-3.35%,78.36,80.54,80.69,77.69,174.47K,-2.97%,"4,688.67","4,701.50","4,701.50","4,684.41",-,-0.26%,"1,870.20","1,851.60","1,870.60","1,851.10",172.42K,0.87%
2021-11-18,60351.51,60977.21,56514.13,56898.0,26749.21203012,1.587,1.599,1.613,1.574,0.11%,79.01,78.34,79.36,77.08,83.98K,0.83%,"4,706.64","4,700.72","4,708.75","4,672.78",-,0.38%,"1,861.40","1,869.50","1,873.30","1,856.60",186.06K,-0.47%
2021-11-19,56898.46,58412.12,55625.0,58122.16,18554.56064192,1.548,1.587,1.608,1.515,-2.48%,76.1,78.76,79.92,75.37,30.70K,-3.68%,"4,697.96","4,708.44","4,717.75","4,694.22",-,-0.18%,"1,851.60","1,860.80","1,868.10","1,844.20",234.08K,-0.53%
2021-11-22,58671.22,59526.51,55641.03,56280.81,15889.22078935,1.632,1.56,1.634,1.546,4.75%,76.75,75.75,77.16,74.76,465.77K,0.85%,"4,682.95","4,712.00","4,743.83","4,682.17",-,-0.32%,"1,806.30","1,848.30","1,850.40","1,802.40",352.86K,-2.45%
2021-11-23,56280.81,57886.03,55377.0,57566.85,14019.78167156,1.676,1.624,1.684,1.615,2.65%,78.5,76.46,78.86,75.3,506.99K,2.28%,"4,690.70","4,678.48","4,699.39","4,652.66",-,0.17%,"1,783.80","1,807.10","1,812.50","1,781.70",311.35K,-1.25%
2021-11-24,57562.65,57607.97,55875.01,57162.66,12509.25971944,1.643,1.665,1.693,1.627,-1.96%,78.39,78.48,79.23,77.98,328.85K,-0.14%,"4,701.46","4,675.78","4,702.87","4,659.89",-,0.23%,"1,784.30","1,789.80","1,796.20","1,777.40",203.24K,0.03%
2021-11-26,58994.72,59194.0,53533.0,53757.67,25946.30174683,1.482,1.598,1.601,1.473,-7.18%,68.15,78.34,78.65,67.4,-,-11.96%,"4,594.62","4,664.63","4,664.63","4,585.43",-,-2.27%,"1,785.50","1,789.60","1,816.30","1,778.60",-,-0.38%
